,11135530,9660,Brakel,New-real-estate-project-houses,Unnamed: 4,From 389000 To 498500,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
1029,11134679,2200,Herentals,New-real-estate-project-apartments,,From 205000 To 495000,,,,,,,,,,,
1030,11134799,3640,Kinrooi,New-real-estate-project-apartments,,From 212000 To 325000,,,,,,,,,,,
1031,11134766,2640,Mortsel,Apartment,,299000,3.0,140.0,,,,,,,,,To be done up
1032,11133918,1000,Bruxelles,Apartment,,265000,1.0,63.0,,,,7.0,,,4.0,0.0,Good
1033,11133910,1082,Berchem-sainte-agathe,New-real-estate-project-apartments,,From 220000 To 535000,,,,,,,,,,,
1034,11050812,2018,Antwerp,Apartment,,249900,2.0,78.0,,0.0,,,,,,0.0,As new
1035,11134477,2560,Kessel,New-real-estate-project-apartments,,313800,,,,,,,,,,,
1036,11133606,2000,Antwerpen-2000,Apartment,,745000,2.0,180.0,,,,35.0,,,,,Good
1037,11133706,9000,Gent,Apartment,,356500,1.0,91.0,,1.0,,16.0,,,2.0,0.0,As new
1038,11132750,9800,Deinze,New-real-estate-project-apartments,,From 247500 To 355000,,,,,,,,,,,
1039,11132745,9800,Deinze,New-real-estate-project-apartments,,From 195000 To 445000,,,,,,,,,,,
1040,11132758,9800,Deinze,New-real-estate-project-apartments,,From 213000 To 465000,,,,,,,,,,,
1041,11130804,6880,Bertrix,New-real-estate-project-apartments,,From 266500 To 299600,,,,,,,,,,,
1042,11131978,9300,Aalst,New-real-estate-project-apartments,,From 275250 To 319000,,,,,,,,,,,
1043,11130759,1140,Evere,Apartment,,269000,2.0,84.0,,0.0,,6.0,,,2.0,0.0,As new
1044,11132747,9800,Bachte-maria-leerne,New-real-estate-project-apartments,,From 298000 To 379000,,,,,,,,,,,
1045,11131027,1360,Perwez,New-real-estate-project-apartments,,309000,,,,,,,,,,,
1046,11141842,2500,Lier,House,,319000,3.0,125.0,,,,,25.0,102.0,2.0,,Good
1047,11141837,8400,Oostende,Apartment,,319000,3.0,125.0,,,,,25.0,102.0,2.0,,Good
1048,11131936,1770,Liedekerke,New-real-estate-project-apartments,,From 286000 To 495000,,,,,,,,,,,
1049,11131127,3020,Herent,New-real-estate-project-apartments,,From 275000 To 848000,,,,,,,,,,,
1050,11132749,9750,Zingem,New-real-estate-project-apartments,,From 349990 To 429990,,,,,,,,,,,
1051,11141834,8400,Oostende,Apartment,,119000,1.0,80.0,,,,,,,,,Good
1052,11141828,9240,Zele,House,,230000,3.0,162.0,,,,,750.0,859.0,2.0,0.0,To renovate
1053,11141827,3202,Rillaar%20%28aarschot%29,House,,395000,3.0,194.0,,0.0,,,,605.0,4.0,,
1054,11141833,8020,Ruddervoorde,House,,569000,3.0,256.0,,,1.0,,,984.0,4.0,,Good
1055,11141825,7160,Chapelle-lez-herlaimont,House,Mansion,249000,2.0,,,,,,1.0,460.0,3.0,,
1056,11141820,4830,Limbourg,House,,219777,4.0,144.0,,0.0,,6.0,,170.0,2.0,0.0,Good
1057,11141805,8301,Duinbergen,Apartment,,648000,1.0,61.0,,,,5.0,,,,,
1058,11141818,9880,Aalter,Apartment,,280000,2.0,92.0,,0.0,,14.0,36.0,,2.0,0.0,Good
1059,11141814,3000,Leuven,Appartment,Kot,225000,1.0,,,,,,,,,,
1060,11141804,8301,Duinbergen,Apartment,,550000,3.0,134.0,,,,,,,,,
1061,11141802,8301,Duinbergen,Apartment,,415000,2.0,66.0,,,,,,,,,To renovate
1062,11141801,8301,Duinbergen,Apartment,,315000,2.0,70.0,,,,20.0,,,,,
1063,11141803,8301,Duinbergen,Apartment,,315000,2.0,70.0,,,,20.0,,,,,
1064,11141795,8301,Duinbergen,Apartment,,450000,2.0,68.0,,,,3.0,,,,,To be done up
1065,11141796,8301,Duinbergen,Apartment,,2250000,3.0,137.0,,,,,,,,,
1066,11141792,8301,Duinbergen,Appartment,Duplex,1750000,3.0,115.0,,,,2.0,,,,,
1067,11141794,8301,Duinbergen,Apartment,,750000,3.0,105.0,,,,,,,,,
1068,11141791,8300,Knokke-heist,Apartment,,625000,2.0,,,,,7.0,,,,,
1069,11141790,8301,Duinbergen,Apartment,,395000,2.0,89.0,,,,12.0,,,,,
1070,11141779,8301,Duinbergen,House,,710000,3.0,147.0,,,,,,148.0,,,
1071,11141788,8301,Duinbergen,Flat-studio,,179000,1.0,36.0,,,,1.0,,,,,To renovate
1072,11141786,8301,Duinbergen,Apartment,,950000,2.0,88.0,,,,2.0,,,,,
1073,11141784,8301,Duinbergen,Apartment,,375000,2.0,52.0,,,,,,,,,
1074,11141789,8301,Duinbergen,Appartment,Duplex,375000,2.0,52.0,,,,,,,,,
1075,11141783,8301,Duinbergen,Apartment,,624000,2.0,86.0,,,,6.0,,,,,
1076,11141777,8301,Duinbergen,Apartment,,725000,2.0,88.0,,,,,,,,,To renovate
1077,11141775,8301,Duinbergen,House,,875000,6.0,215.0,,,,,,249.0,,,To renovate
1078,11112309,1640,Rhode-saint-genese,New-real-estate-project-apartments,,549500,,,,,,,,,,,
1079,11141774,8300,Knokke-heist,House,,710000,3.0,147.0,,,,,,148.0,,,
1080,11114300,8620,Nieuwpoort,Apartment,,649000,2.0,129.0,,0.0,,6.0,,,2.0,0.0,Good
1081,11112816,1050,Ixelles,Apartment,,695000,2.0,140.0,,0.0,,6.0,,,2.0,,As new
1082,11113788,2300,Turnhout,Apartment,,695000,3.0,277.0,,,,21.0,,,4.0,,As new
1083,11112962,1050,Ixelles,Apartment,,795000,2.0,163.0,,0.0,,40.0,,,2.0,,As new
1084,11119440,4950,Waimes,Apartment,,299000,3.0,138.0,,0.0,,40.0,,,,0.0,As new
1085,11136670,3000,Leuven,Appartment,Penthouse,1460000,2.0,265.0,,0.0,,136.0,,,4.0,,As new
1086,11136118,2060,Antwerpen,Apartment,,245000,2.0,100.0,,,,,,,3.0,,Good
1087,11136175,1480,Tubize,Apartment,,219000,2.0,80.0,,0.0,,,,,2.0,,As new
1088,11136855,1190,Forest,Apartment,,265000,1.0,84.0,,0.0,,5.0,,,2.0,0.0,Good
1089,10946977,9300,Aalst,Apartment,,475000,2.0,128.0,,,,33.0,,,4.0,,
1090,11120339,1030,Schaerbeek,Apartment,,475000,2.0,128.0,,,,33.0,,,4.0,,
1091,11131909,9300,Aalst,Apartment,,475000,2.0,128.0,,,,33.0,,,4.0,,
1092,11120338,1030,Schaerbeek,Apartment,,175000,1.0,74.0,,0.0,,,,,2.0,0.0,Good
1093,11122587,1150,Woluwe-saint-pierre,Apartment,,475000,2.0,128.0,,,,33.0,,,4.0,,
1094,11122586,1150,Woluwe-saint-pierre,Apartment,,717000,2.0,127.0,,0.0,,15.0,,,2.0,0.0,As new
1095,11124172,1140,Evere,Apartment,,330000,2.0,105.0,,,,15.0,,,2.0,0.0,Good
1096,11121834,8620,Nieuwpoort,Apartment,,295000,2.0,70.0,,,,,,,2.0,,To be done up
1097,11123488,2660,Hoboken,Apartment,,275000,2.0,100.0,,,,10.0,,,2.0,,As new
1098,11120633,1930,Zaventem,Apartment,,359000,2.0,110.0,,,,20.0,,,2.0,,Good
1099,11121572,1200,Woluwe-saint-lambert,Apartment,,575000,3.0,120.0,,1.0,,6.0,,,,0.0,As new
1100,11128847,9051,Gent-sint-denijs-westrem,Apartment,,369000,2.0,85.0,,0.0,,5.0,,,2.0,0.0,As new
1101,11121395,1180,Uccle,Apartment,,970000,3.0,238.0,,0.0,1.0,,,,4.0,0.0,As new
1102,11112284,1070,Anderlecht,Apartment,,320000,3.0,121.0,,,,,,,3.0,,As new
1103,11128846,9051,Gent-sint-denijs-westrem,Apartment,,398000,2.0,95.0,,0.0,,3.0,,,2.0,0.0,As new
1104,11128844,9051,Gent-sint-denijs-westrem,Apartment,,459000,2.0,108.0,,0.0,,4.0,,,2.0,0.0,As new
1105,11109183,4700,Eupen,New-real-estate-project-apartments,,From 175322 To 361645,,,,,,,,,,,
1106,11108685,7900,Leuze-en-hainaut,New-real-estate-project-apartments,,From 164793 To 267955,,,,,,,,,,,
1107,11140831,9030,Gent%20mariakerke,New-real-estate-project-houses,,From 429250 To 439750,,,,,,,,,,,
1108,11140839,9030,Gent%20mariakerke,House,,439750,5.0,172.0,,0.0,,14.0,39.0,149.0,3.0,0.0,
1109,11109210,4700,Eupen,New-real-estate-project-apartments,,From 139793 To 377645,,,,,,,,,,,
1110,11109402,4100,Seraing,New-real-estate-project-apartments,,From 150529 To 328058,,,,,,,,,,,
1111,11140830,9000,Gent,Villa,,735000,4.0,272.0,,0.0,,,,430.0,3.0,0.0,To be done up
1112,11140827,2620,Hemiksem,House,,275000,2.0,155.0,,,,,,95.0,3.0,,To renovate
1113,11140826,2260,Westerlo,House,,429000,4.0,279.0,,,,,,774.0,4.0,,Good
1114,11140823,6800,Libramont-chevigny,Country-cottage,,175000,2.0,97.0,,0.0,,,1900.0,1970.0,4.0,,To renovate
1115,11140817,1082,Berchem-sainte-agathe,Apartment,,290000,3.0,130.0,,,,,,,4.0,0.0,Good
1116,11140818,7730,N%c3%a9chin,House,,265000,3.0,173.0,,0.0,,40.0,230.0,460.0,2.0,,As new
1117,11140816,1082,Berchem-sainte-agathe,Apartment,,275000,3.0,119.0,,,,9.0,,,4.0,0.0,Good
1118,11103715,1082,Berchem-sainte-agathe,Apartment,,245000,2.0,110.0,,,,13.0,,,4.0,0.0,Good
1119,11140815,1050,Ixelles,Apartment,,305000,1.0,59.0,,0.0,,,,,2.0,0.0,Good
1120,11140814,1050,Ixelles,Apartment,,395000,1.0,76.0,,1.0,,15.0,,,2.0,,As new
1121,11140803,1000,Brussels,House,Apartment-block,520000,4.0,220.0,,0.0,,,,,2.0,0.0,To be done up
1122,11140802,1070,Anderlecht,House,Apartment-block,520000,4.0,220.0,,0.0,,,,,2.0,0.0,To be done up
1123,11140800,1700,Dilbeek,House,,426305,3.0,127.0,,,,,,331.0,3.0,,As new
1124,11140806,5590,Ciney,House,Mixed-use-building,199000,2.0,218.0,,0.0,,,,180.0,2.0,,Good
1125,11140813,1050,Ixelles,Apartment,,499000,2.0,90.0,,0.0,,,100.0,,2.0,,As new
1126,11140801,1730,Asse,House,,461305,3.0,127.0,,,,,,575.0,3.0,,As new
1127,11140799,1730,Asse,House,,479805,3.0,149.0,,,,,,440.0,4.0,,As new
1128,11140797,1730,Asse%20bekkerzeel,House,,714859,3.0,133.0,,,,,,1120.0,4.0,,As new
1129,11140798,9932,Ronsele,Villa,,700000,3.0,185.0,,,,,,2796.0,2.0,,To renovate
1130,11140795,5500,Dinant,Apartment,,210000,2.0,92.0,,0.0,,,,,3.0,,Good
1131,11140789,3550,Heusden-zolder,House,,249000,4.0,178.0,,0.0,,,,800.0,3.0,,
1132,11140788,3910,Pelt,Villa,,629000,5.0,255.0,,,,,,2980.0,4.0,,As new
1133,11140791,3550,Heusden-zolder,House,,269000,3.0,166.0,,,,,,1811.0,4.0,,Good
1134,11140787,6820,Florenville%20%28sainte-c%c3%a9cile%29,Villa,,325000,3.0,154.0,,0.0,,,535.0,690.0,4.0,1.0,As new
1135,11140786,9450,Haaltert,House,,599000,4.0,288.0,,0.0,,,450.0,769.0,4.0,0.0,Good
1136,11140768,1790,Affligem,House,Town-house,249000,2.0,125.0,,0.0,,,,149.0,2.0,,Good
1137,11108350,1080,Molenbeek-saint-jean,Apartment,,199000,1.0,80.0,,,,77.0,,,2.0,0.0,Good
1138,11035690,2460,Kasterlee,Appartment,Loft,424000,4.0,261.0,,0.0,,25.0,,,3.0,,Just renovated
1139,11140781,6464,Bourlers,House,,140000,4.0,170.0,,,,16.0,243.0,400.0,4.0,,Good
1140,11108003,1000,Brussels-city,Apartment,,210000,1.0,54.0,,1.0,,4.0,,,4.0,,Good
1141,11108610,7333,Saint-ghislain-tertre,New-real-estate-project-apartments,,From 192455 To 245455,,,,,,,,,,,
1142,11109248,4000,Liege,New-real-estate-project-apartments,,From 199000 To 475000,,,,,,,,,,,
1143,11108349,1080,Molenbeek-saint-jean,Apartment,,255000,2.0,89.0,,,,27.0,,,2.0,0.0,Good
1144,11111123,1400,Nivelles,Apartment,,249000,3.0,100.0,,,,11.0,,,2.0,,To be done up
1145,11111496,9230,Wetteren,New-real-estate-project-apartments,,From 260000 To 410000,,,,,,,,,,,
1146,11108956,5002,Namur-saint-servais,New-real-estate-project-apartments,,From 229455 To 298851,,,,,,,,,,,
1147,11108710,7800,Ath,New-real-estate-project-apartments,,From 254983 To 317645,,,,,,,,,,,
1148,11108310,1080,Molenbeek-saint-jean,New-real-estate-project-apartments,,From 265000 To 480000,,,,,,,,,,,
1149,11108274,1730,Asse,New-real-estate-project-apartments,,From 279500 To 329500,,,,,,,,,,,
1150,11109147,4052,Chaudfontaine-beaufays,New-real-estate-project-apartments,,From 277793 To 376455,,,,,,,,,,,
1151,11108048,4800,Verviers,Appartment,Loft,295000,3.0,130.0,,0.0,,80.0,,,2.0,0.0,As new
1152,11108883,5001,Namur,New-real-estate-project-apartments,,From 255455 To 342851,,,,,,,,,,,
1153,11108746,5000,Namur,New-real-estate-project-apartments,,From 202408 To 583485,,,,,,,,,,,
1154,11108547,1050,Ixelles,New-real-estate-project-apartments,,From 390000 To 830000,,,,,,,,,,,
1155,11108024,1180,Uccle,New-real-estate-project-apartments,,From 415000 To 665000,,,,,,,,,,,
1156,11113359,8370,Blankenberge,Apartment,,475000,3.0,112.0,,0.0,,31.0,,,4.0,0.0,Good
1157,11107989,9000,Gent,Apartment,,475000,3.0,112.0,,0.0,,31.0,,,4.0,0.0,Good
1158,11121577,9000,Gent,Flat-studio,,195000,1.0,38.0,,,,,,,2.0,,Good
1159,11108288,1140,Evere,New-real-estate-project-apartments,,From 521000 To 561000,,,,,,,,,,,
1160,11108239,1050,Ixelles,Apartment,,549000,3.0,161.0,,,,7.0,,,,0.0,To renovate
1161,11119478,1070,Anderlecht,Apartment,,189000,2.0,75.0,,0.0,,16.0,,,2.0,0.0,As new
1162,11136879,8370,Blankenberge,Apartment,,425000,3.0,87.0,,1.0,,,,,,,To be done up
1163,11030892,1000,Bruxelles,Appartment,Kot,223500,,26.0,,1.0,,,,,2.0,0.0,As new
1164,11121576,9000,Gent,Apartment,,195000,1.0,38.0,,,,,,,2.0,,Good
1165,10566159,7333,Saint-ghislain,Apartment,,234455,2.0,115.0,,0.0,,7.0,,,,,As new
1166,10209483,7333,Saint-ghislain,Apartment,,230455,2.0,97.0,,0.0,,30.0,,,,,As new
1167,11050524,1200,Woluwe-saint-lambert,Flat-studio,,245000,,40.0,,0.0,,,,,2.0,0.0,As new
1168,11016022,7730,Estaimpuis,Villa,,420000,4.0,240.0,,0.0,,,450.0,648.0,4.0,1.0,As new
1169,10956596,1140,Evere,Flat-studio,,259000,1.0,55.0,,0.0,,7.0,,,3.0,,As new
1170,11140762,3000,Leuven,Apartment,,419000,2.0,76.0,,,,36.0,,,,,Just renovated
1171,11140748,9680,Maarkedal,House,Bungalow,320000,2.0,125.0,,,,,,619.0,4.0,0.0,Good
1172,11140749,2970,Schilde,House,,549000,5.0,150.0,,0.0,,22.0,,773.0,3.0,,
1173,11140747,2400,Mol,House,,395000,4.0,227.0,,0.0,,,,831.0,4.0,,
1174,11140743,4970,Stavelot,House,,319500,4.0,154.0,,0.0,,,,,3.0,,As new
1175,11140751,7160,Chapelle-lez-herlaimont,House,,185000,2.0,,,,,22.0,,246.0,2.0,,Good
1176,11140739,3000,Leuven,Flat-studio,,209000,1.0,43.0,,0.0,,,,,,,
1177,11140738,3020,Herent%20veltem-beisem,House,,290000,1.0,90.0,,0.0,,,,285.0,4.0,,
1178,11140731,1180,Uccle,House,,440000,3.0,150.0,,,,10.0,50.0,,2.0,,To be done up
1179,11077375,6761,Virton%20latour,House,,525000,4.0,195.0,,0.0,,50.0,600.0,813.0,4.0,0.0,As new
1180,11140732,1070,Anderlecht,House,,525000,5.0,230.0,,0.0,,10.0,100.0,162.0,2.0,,As new
1181,11140728,9300,Aalst,Appartment,Penthouse,569000,3.0,205.0,,0.0,,,,,3.0,0.0,As new
1182,11140727,9400,Ninove,House,,475000,3.0,200.0,,,,30.0,400.0,629.0,3.0,0.0,To renovate
1183,11140724,3640,Kinrooi,House,,409000,3.0,134.0,,,,,,558.0,4.0,,
1184,11140726,1160,Auderghem,Apartment,,520000,2.0,107.0,,,,12.0,,,,0.0,As new
1185,11140721,2020,Antwerp,Apartment,,350000,3.0,165.0,,,,3.0,,,2.0,,As new
1186,11140723,2960,Brecht,House,,400000,5.0,258.0,,,,6.0,150.0,323.0,3.0,,As new
1187,11140708,7730,Estaimpuis%20estaimbourg,New-real-estate-project-houses,,From 306197 To 398983,,,,,,,,,,,
1188,11140676,7712,Mouscron%20herseaux,New-real-estate-project-houses,,From 318011 To 333465,,,,,,,,,,,
1189,11140675,3700,Tongeren,House,,339000,3.0,180.0,,0.0,,35.0,580.0,672.0,4.0,0.0,As new
1190,11140672,1050,Ixelles,Flat-studio,,145000,,36.0,,0.0,,,,,2.0,0.0,Good
1191,11140682,7712,Mouscron%20herseaux,New-real-estate-project-houses,,From 280027 To 348253,,,,,,,,,,,
1192,11140674,3700,Tongeren,House,,450000,4.0,236.0,,0.0,,50.0,780.0,1375.0,4.0,,As new
1193,11140671,1428,Braine-l%27alleud%20lillois-witterz%c3%a9e,House,Bungalow,395000,3.0,130.0,,0.0,,13.0,500.0,721.0,4.0,0.0,To be done up
1194,11140669,2040,Berendrecht,House,,379000,3.0,180.0,,,,,,653.0,2.0,,As new
1195,11140670,1420,Braine-l%27alleud,House,Bungalow,395000,3.0,130.0,,0.0,,13.0,500.0,721.0,4.0,0.0,To be done up
1196,11140668,7141,Carni%c3%a8res,House,Apartment-block,155000,4.0,245.0,,0.0,,,50.0,330.0,2.0,0.0,Good
1197,11140649,1190,Forest,New-real-estate-project-apartments,,From 199000 To 399000,,,,,,,,,,,
1198,11140657,4000,Li%c3%a8ge,House,,145000,3.0,162.0,,0.0,,45.0,,157.0,2.0,,To be done up
